-60	-0.41	0.6000	-0.0735
-59	-0.42	0.6000	-0.1014
-58	-0.43	0.5866	-0.0694
-57	-0.44	0.5682	-0.0668
-56	-0.45	0.5516	-0.0999
-55	-0.46	0.5347	-0.0614
-54	-0.48	0.5179	-0.0582
-53	-0.49	0.5010	-0.0983
-52	-0.51	0.4841	-0.0490
-51	-0.52	0.4674	-0.0442
-50	-0.54	0.4426	-0.0971
-49	-0.56	0.4263	-0.0969
-48	-0.57	0.4146	-0.0956
-47	-0.59	0.3988	-0.0948
-46	-0.61	0.3883	-0.0935
-45	-0.64	0.3774	-0.0923
-44	-0.66	0.3617	-0.0915
-43	-0.68	0.3486	-0.0903
-42	-0.71	0.3363	-0.0891
-41	-0.73	0.3207	-0.0884
-40	-0.76	0.3100	-0.0872
-39	-0.79	0.2997	-0.0860
-38	-0.82	0.2889	-0.0850
-37	-0.86	0.2622	-0.0854
-36	-0.89	0.2523	-0.0845
-35	-0.92	0.2386	-0.0838
-34	-0.96	0.2243	-0.0833
-33	-1.00	0.2127	-0.0825
-32	-1.03	0.2022	-0.0817
-31	-1.07	0.1879	-0.0814
-30	-1.10	0.1769	-0.0807
-29	-1.14	0.1654	-0.0801
-28	-1.17	0.1549	-0.0796
-27	-1.20	0.1410	-0.0796
-26	-1.23	0.1303	-0.0793
-25	-1.25	0.1216	-0.0790
-24	-1.27	0.1096	-0.0790
-23	-1.28	0.0992	-0.0791
-22	-1.29	0.0896	-0.0793
-21	-1.28	0.0798	-0.0798
-20	-1.28	0.0691	-0.0806
-19	-1.26	0.0590	-0.0816
-18	-1.24	0.0493	-0.0827
-17	-1.21	0.0404	-0.0841
-16	-1.17	0.0321	-0.0856
-15	-1.12	0.0261	-0.0868
-14	-1.05	0.0215	-0.0878
-13	-0.98	0.0182	-0.0887
-12	-0.90	0.0155	-0.0896
-11	-0.81	0.0134	-0.0903
-10	-0.71	0.0117	-0.0910
-9	-0.61	0.0104	-0.0916
-8	-0.50	0.0095	-0.0920
-7	-0.38	0.0087	-0.0924
-6	-0.27	0.0091	-0.0928
-5	-0.15	0.0087	-0.0932
-4	-0.04	0.0073	-0.0971
-3	0.09	0.0073	-0.0975
-2	0.21	0.0075	-0.0980
-1	0.33	0.0076	-0.0985
0	0.45	0.0078	-0.0991
1	0.57	0.0079	-0.0997
2	0.69	0.0085	-0.1003
3	0.81	0.0093	-0.1009
4	0.92	0.0097	-0.1016
5	1.04	0.0102	-0.1023
6	1.15	0.0105	-0.1030
7	1.25	0.0109	-0.1037
8	1.35	0.0115	-0.1045
9	1.44	0.0125	-0.1052
10	1.53	0.0134	-0.1060
11	1.61	0.0144	-0.1068
12	1.67	0.0157	-0.1076
13	1.73	0.0171	-0.1083
14	1.78	0.0196	-0.1087
15	1.81	0.0219	-0.1090
16	1.79	0.0284	-0.1065
17	1.79	0.0359	-0.1051
18	1.72	0.0671	-0.0979
19	1.71	0.0792	-0.0970
20	1.70	0.0898	-0.0968
21	1.68	0.1012	-0.0968
22	1.65	0.1111	-0.0973
23	1.62	0.1217	-0.0979
24	1.58	0.1317	-0.0987
25	1.54	0.1434	-0.0994
26	1.49	0.1536	-0.1004
27	1.45	0.1657	-0.1013
28	1.40	0.1763	-0.1025
29	1.36	0.1889	-0.1036
30	1.31	0.1984	-0.1050
31	1.27	0.2115	-0.1058
32	1.22	0.2242	-0.1071
33	1.18	0.2349	-0.1085
34	1.13	0.2485	-0.1094
35	1.09	0.2598	-0.1108
36	1.05	0.2707	-0.1123
37	1.01	0.2853	-0.1131
38	0.98	0.2970	-0.1146
39	0.94	0.3099	-0.1160
40	0.91	0.3251	-0.1169
41	0.87	0.4182	-0.1172
42	0.84	0.4332	-0.1187
43	0.81	0.4544	-0.1195
44	0.78	0.4701	-0.1209
45	0.76	0.4904	-0.1222
46	0.73	0.5121	-0.0633
47	0.71	0.5343	-0.0539
48	0.68	0.5563	-0.1226
49	0.66	0.5779	-0.0646
50	0.64	0.6000	-0.0700
51	0.62	0.6000	-0.0744
52	0.60	0.6000	-0.0777
53	0.58	0.6000	-0.0809
54	0.56	0.6000	-0.0834
55	0.54	0.6000	-0.0859
56	0.52	0.6000	-0.0881
57	0.51	0.6000	-0.0903
58	0.49	0.6000	-0.1231
59	0.48	0.6000	-0.0938
60	0.46	0.6000	-0.0956
