-60	-0.41	0.6000	-0.0418
-59	-0.42	0.6000	-0.0291
-58	-0.44	0.5904	-0.0276
-57	-0.45	0.5740	-0.0388
-56	-0.46	0.5571	-0.0246
-55	-0.47	0.5404	-0.0229
-54	-0.49	0.5236	-0.0356
-53	-0.50	0.5068	-0.0193
-52	-0.52	0.4898	-0.0172
-51	-0.54	0.4647	-0.0323
-50	-0.55	0.4484	-0.0314
-49	-0.57	0.4321	-0.0304
-48	-0.59	0.4161	-0.0291
-47	-0.61	0.4048	-0.0278
-46	-0.63	0.3945	-0.0265
-45	-0.66	0.3835	-0.0252
-44	-0.68	0.3598	-0.0240
-43	-0.71	0.3548	-0.0228
-42	-0.74	0.3419	-0.0215
-41	-0.77	0.3261	-0.0204
-40	-0.80	0.3092	-0.0193
-39	-0.83	0.2952	-0.0182
-38	-0.87	0.2748	-0.0173
-37	-0.90	0.2636	-0.0163
-36	-0.94	0.2510	-0.0152
-35	-0.98	0.2365	-0.0143
-34	-1.02	0.2244	-0.0133
-33	-1.06	0.2132	-0.0124
-32	-1.10	0.2001	-0.0115
-31	-1.14	0.1884	-0.0106
-30	-1.18	0.1773	-0.0098
-29	-1.22	0.1653	-0.0090
-28	-1.27	0.1508	-0.0083
-27	-1.30	0.1402	-0.0076
-26	-1.34	0.1292	-0.0069
-25	-1.37	0.1189	-0.0063
-24	-1.40	0.1072	-0.0057
-23	-1.43	0.0952	-0.0052
-22	-1.45	0.0840	-0.0047
-21	-1.46	0.0727	-0.0043
-20	-1.47	0.0609	-0.0039
-19	-1.47	0.0507	-0.0035
-18	-1.47	0.0403	-0.0032
-17	-1.45	0.0324	-0.0029
-16	-1.42	0.0268	-0.0026
-15	-1.38	0.0220	-0.0024
-14	-1.33	0.0181	-0.0022
-13	-1.27	0.0146	-0.0021
-12	-1.21	0.0123	-0.0020
-11	-1.12	0.0112	-0.0019
-10	-1.02	0.0104	-0.0019
-9	-0.92	0.0095	-0.0020
-8	-0.81	0.0086	-0.0020
-7	-0.69	0.0082	-0.0022
-6	-0.57	0.0082	-0.0024
-5	-0.46	0.0079	-0.0026
-4	-0.34	0.0072	-0.0029
-3	-0.22	0.0070	-0.0033
-2	-0.09	0.0070	-0.0037
-1	0.03	0.0069	-0.0042
0	0.15	0.0070	-0.0047
1	0.27	0.0072	-0.0052
2	0.40	0.0076	-0.0059
3	0.51	0.0083	-0.0065
4	0.63	0.0087	-0.0072
5	0.75	0.0092	-0.0080
6	0.86	0.0095	-0.0088
7	0.97	0.0095	-0.0096
8	1.07	0.0103	-0.0105
9	1.17	0.0112	-0.0114
10	1.26	0.0124	-0.0123
11	1.34	0.0135	-0.0133
12	1.39	0.0163	-0.0140
13	1.44	0.0200	-0.0148
14	1.48	0.0254	-0.0156
15	1.52	0.0299	-0.0165
16	1.54	0.0367	-0.0173
17	1.55	0.0452	-0.0181
18	1.56	0.0542	-0.0189
19	1.54	0.0825	-0.0189
20	1.54	0.0922	-0.0199
21	1.53	0.1019	-0.0209
22	1.51	0.1114	-0.0219
23	1.49	0.1215	-0.0230
24	1.46	0.1322	-0.0242
25	1.43	0.1416	-0.0253
26	1.40	0.1529	-0.0265
27	1.36	0.1637	-0.0278
28	1.32	0.1762	-0.0290
29	1.28	0.1855	-0.0304
30	1.24	0.2005	-0.0315
31	1.20	0.2099	-0.0329
32	1.16	0.2200	-0.0343
33	1.12	0.2302	-0.0358
34	1.08	0.2463	-0.0370
35	1.05	0.2572	-0.0384
36	1.01	0.2673	-0.0399
37	0.98	0.2842	-0.0411
38	0.94	0.2935	-0.0426
39	0.91	0.3048	-0.0441
40	0.87	0.3940	-0.0450
41	0.84	0.4129	-0.0464
42	0.82	0.4274	-0.0479
43	0.79	0.4485	-0.0491
44	0.76	0.4636	-0.0506
45	0.74	0.4832	-0.0521
46	0.71	0.5047	-0.0533
47	0.69	0.5186	-0.0547
48	0.67	0.5400	-0.0555
49	0.65	0.5619	-0.0256
50	0.63	0.5838	-0.0285
51	0.61	0.6000	-0.0579
52	0.59	0.6000	-0.0345
53	0.57	0.6000	-0.0368
54	0.55	0.6000	-0.0603
55	0.53	0.6000	-0.0408
56	0.51	0.6000	-0.0425
57	0.50	0.6000	-0.0623
58	0.48	0.6000	-0.0457
59	0.47	0.6000	-0.0471
60	0.45	0.6000	-0.0638

