-60	-0.41	0.6000	0.0090
-59	-0.42	0.6000	0.0101
-58	-0.43	0.6000	0.0112
-57	-0.44	0.6000	0.0123
-56	-0.45	0.5868	0.0133
-55	-0.47	0.5608	0.0142
-54	-0.48	0.5440	0.0150
-53	-0.49	0.5272	0.0156
-52	-0.51	0.5103	0.0270
-51	-0.53	0.4934	0.0160
-50	-0.54	0.4766	0.0157
-49	-0.56	0.4599	0.0152
-48	-0.58	0.4357	0.0353
-47	-0.61	0.4197	0.0374
-46	-0.63	0.4063	0.0392
-45	-0.65	0.3902	0.0411
-44	-0.68	0.3783	0.0427
-43	-0.70	0.3660	0.0444
-42	-0.73	0.3499	0.0462
-41	-0.76	0.3354	0.0479
-40	-0.79	0.3192	0.0497
-39	-0.83	0.3021	0.0515
-38	-0.86	0.2857	0.0534
-37	-0.90	0.2743	0.0549
-36	-0.94	0.2630	0.0563
-35	-0.98	0.2481	0.0580
-34	-1.03	0.2357	0.0594
-33	-1.07	0.2233	0.0607
-32	-1.12	0.2097	0.0623
-31	-1.17	0.1986	0.0636
-30	-1.21	0.1859	0.0649
-29	-1.26	0.1740	0.0662
-28	-1.32	0.1596	0.0678
-27	-1.37	0.1461	0.0691
-26	-1.42	0.1351	0.0705
-25	-1.46	0.1248	0.0718
-24	-1.51	0.1132	0.0733
-23	-1.56	0.1004	0.0751
-22	-1.61	0.0831	0.0778
-21	-1.66	0.0704	0.0802
-20	-1.70	0.0555	0.0834
-19	-1.76	0.0407	0.0872
-18	-1.78	0.0333	0.0896
-17	-1.78	0.0295	0.0908
-16	-1.77	0.0259	0.0921
-15	-1.75	0.0227	0.0933
-14	-1.72	0.0202	0.0945
-13	-1.68	0.0177	0.0957
-12	-1.63	0.0159	0.0968
-11	-1.57	0.0147	0.0975
-10	-1.49	0.0136	0.0979
-9	-1.40	0.0125	0.0982
-8	-1.31	0.0114	0.0985
-7	-1.20	0.0109	0.0986
-6	-1.09	0.0103	0.0986
-5	-0.98	0.0098	0.0985
-4	-0.86	0.0094	0.0984
-3	-0.75	0.0084	0.0982
-2	-0.63	0.0082	0.0979
-1	-0.51	0.0080	0.0974
0	-0.39	0.0078	0.0970
1	-0.27	0.0077	0.0964
2	-0.15	0.0075	0.0958
3	-0.02	0.0076	0.0950
4	0.10	0.0076	0.0942
5	0.22	0.0083	0.0932
6	0.32	0.0113	0.0866
7	0.43	0.0119	0.0854
8	0.54	0.0113	0.0844
9	0.64	0.0127	0.0831
10	0.74	0.0143	0.0817
11	0.84	0.0165	0.0801
12	0.92	0.0194	0.0782
13	1.00	0.0225	0.0763
14	1.07	0.0281	0.0738
15	1.13	0.0344	0.0713
16	1.18	0.0414	0.0688
17	1.23	0.0502	0.0661
18	1.26	0.0591	0.0637
19	1.29	0.0691	0.0612
20	1.31	0.0886	0.0579
21	1.33	0.0981	0.0561
22	1.33	0.1073	0.0545
23	1.33	0.1164	0.0528
24	1.32	0.1262	0.0511
25	1.31	0.1356	0.0494
26	1.29	0.1457	0.0477
27	1.27	0.1560	0.0460
28	1.25	0.1678	0.0443
29	1.22	0.1799	0.0425
30	1.19	0.1918	0.0407
31	1.16	0.2015	0.0391
32	1.13	0.2124	0.0374
33	1.09	0.2258	0.0354
34	1.06	0.2353	0.0337
35	1.03	0.2455	0.0320
36	1.00	0.2622	0.0300
37	0.97	0.2704	0.0282
38	0.94	0.2816	0.0264
39	0.90	0.2992	0.0244
40	0.87	0.3113	0.0226
41	0.84	0.3907	0.0206
42	0.81	0.4111	0.0186
43	0.79	0.4289	0.0168
44	0.76	0.4431	0.0149
45	0.74	0.4579	0.0131
46	0.72	0.4790	0.0112
47	0.69	0.4923	0.0093
48	0.67	0.5131	0.0075
49	0.65	0.5345	0.0056
50	0.63	0.5561	0.0038
51	0.61	0.5777	0.0009
52	0.59	0.5985	0.0001
53	0.57	0.6000	-0.0015
54	0.55	0.6000	-0.0019
55	0.53	0.6000	-0.0030
56	0.51	0.6000	-0.0041
57	0.50	0.6000	-0.0052
58	0.48	0.6000	-0.0064
59	0.47	0.6000	-0.0076
60	0.46	0.6000	-0.0087
