-60	-0.40	0.6001	-0.1805
-59	-0.41	0.5997	-0.1196
-58	-0.42	0.5829	-0.1158
-57	-0.43	0.5659	-0.1833
-56	-0.45	0.5487	-0.1066
-55	-0.46	0.5125	-0.1008
-54	-0.47	0.4958	-0.1886
-53	-0.49	0.4788	-0.0842
-52	-0.50	0.4619	-0.0860
-51	-0.52	0.4452	-0.1927
-50	-0.53	0.4299	-0.1924
-49	-0.55	0.4134	-0.1929
-48	-0.57	0.4067	-0.1925
-47	-0.58	0.3927	-0.1922
-46	-0.60	0.3765	-0.1928
-45	-0.62	0.3621	-0.1925
-44	-0.64	0.3540	-0.1921
-43	-0.66	0.3410	-0.1917
-42	-0.68	0.3255	-0.1925
-41	-0.70	0.3150	-0.1921
-40	-0.72	0.3071	-0.1916
-39	-0.75	0.2877	-0.1927
-38	-0.77	0.2787	-0.1923
-37	-0.80	0.2684	-0.1921
-36	-0.82	0.2530	-0.1933
-35	-0.85	0.2313	-0.1960
-34	-0.87	0.2216	-0.1962
-33	-0.90	0.2049	-0.1978
-32	-0.92	0.1948	-0.1981
-31	-0.94	0.1844	-0.1985
-30	-0.95	0.1735	-0.1990
-29	-0.97	0.1586	-0.2008
-28	-0.98	0.1489	-0.2014
-27	-0.98	0.1379	-0.2023
-26	-0.98	0.1280	-0.2034
-25	-0.97	0.1183	-0.2046
-24	-0.96	0.1080	-0.2062
-23	-0.94	0.0987	-0.2078
-22	-0.91	0.0892	-0.2099
-21	-0.87	0.0805	-0.2120
-20	-0.82	0.0714	-0.2147
-19	-0.77	0.0619	-0.2182
-18	-0.71	0.0532	-0.2219
-17	-0.64	0.0449	-0.2260
-16	-0.56	0.0370	-0.2305
-15	-0.48	0.0303	-0.2350
-14	-0.39	0.0245	-0.2394
-13	-0.29	0.0202	-0.2431
-12	-0.19	0.0168	-0.2463
-11	-0.08	0.0140	-0.2493
-10	0.03	0.0118	-0.2519
-9	0.14	0.0101	-0.2543
-8	0.26	0.0124	-0.2540
-7	0.37	0.0139	-0.2564
-6	0.49	0.0129	-0.2588
-5	0.61	0.0128	-0.2602
-4	0.73	0.0127	-0.2615
-3	0.84	0.0130	-0.2628
-2	0.96	0.0133	-0.2640
-1	1.07	0.0136	-0.2652
0	1.22	0.0132	-0.2664
1	1.33	0.0137	-0.2676
2	1.44	0.0150	-0.2687
3	1.55	0.0157	-0.2697
4	1.65	0.0163	-0.2708
5	1.75	0.0171	-0.2716
6	1.84	0.0179	-0.2729
7	1.92	0.0188	-0.2737
8	1.99	0.0197	-0.2743
9	2.06	0.0210	-0.2749
10	2.11	0.0222	-0.2754
11	2.16	0.0232	-0.2759
12	2.19	0.0249	-0.2763
13	2.22	0.0262	-0.2765
14	2.23	0.0279	-0.2767
15	2.24	0.0304	-0.2767
16	2.23	0.0328	-0.2764
17	2.21	0.0414	-0.2749
18	2.05	0.0646	-0.2516
19	1.98	0.0815	-0.2430
20	1.92	0.0959	-0.2378
21	1.86	0.1093	-0.2346
22	1.80	0.1204	-0.2332
23	1.74	0.1325	-0.2320
24	1.68	0.1435	-0.2313
25	1.62	0.1549	-0.2309
26	1.56	0.1681	-0.2304
27	1.51	0.1786	-0.2305
28	1.45	0.1937	-0.2297
29	1.39	0.2071	-0.2297
30	1.34	0.2171	-0.2301
31	1.28	0.2296	-0.2302
32	1.23	0.2440	-0.2297
33	1.18	0.2570	-0.2298
34	1.14	0.2675	-0.2299
35	1.09	0.2825	-0.2294
36	1.05	0.2964	-0.2293
37	1.01	0.3077	-0.2292
38	0.97	0.3236	-0.2286
39	0.93	0.3403	-0.2283
40	0.90	0.3517	-0.2277
41	0.86	0.4571	-0.2253
42	0.83	0.4813	-0.2245
43	0.80	0.5010	-0.2238
44	0.77	0.5239	-0.1181
45	0.74	0.5471	-0.1058
46	0.71	0.5708	-0.2155
47	0.69	0.5942	-0.1236
48	0.67	0.6000	-0.1323
49	0.65	0.6000	-0.1394
50	0.62	0.6000	-0.2056
51	0.60	0.6000	-0.1494
52	0.59	0.6000	-0.1531
53	0.57	0.6000	-0.1561
54	0.55	0.6000	-0.1584
55	0.53	0.6000	-0.1609
56	0.52	0.6000	-0.1625
57	0.50	0.6000	-0.2143
58	0.49	0.6000	-0.1657
59	0.47	0.6000	-0.1670
60	0.46	0.6000	-0.1682
