-60	-0.40	0.6000	-0.1001
-59	-0.41	0.6000	-0.0976
-58	-0.43	0.5770	-0.0960
-57	-0.44	0.5601	-0.1447
-56	-0.45	0.5392	-0.0891
-55	-0.46	0.5224	-0.0847
-54	-0.48	0.5056	-0.1455
-53	-0.49	0.4886	-0.0724
-52	-0.51	0.4646	-0.0658
-51	-0.52	0.4484	-0.1470
-50	-0.54	0.4320	-0.1478
-49	-0.55	0.4191	-0.1470
-48	-0.57	0.4029	-0.1468
-47	-0.59	0.3915	-0.1460
-46	-0.61	0.3795	-0.1452
-45	-0.63	0.3639	-0.1452
-44	-0.65	0.3570	-0.1443
-43	-0.67	0.3441	-0.1435
-42	-0.70	0.3287	-0.1435
-41	-0.72	0.3171	-0.1428
-40	-0.75	0.3063	-0.1420
-39	-0.77	0.2960	-0.1412
-38	-0.80	0.2809	-0.1413
-37	-0.83	0.2675	-0.1410
-36	-0.86	0.2540	-0.1412
-35	-0.90	0.2308	-0.1428
-34	-0.92	0.2214	-0.1424
-33	-0.95	0.2102	-0.1421
-32	-0.99	0.1948	-0.1427
-31	-1.01	0.1856	-0.1424
-30	-1.04	0.1740	-0.1423
-29	-1.06	0.1619	-0.1425
-28	-1.09	0.1481	-0.1432
-27	-1.10	0.1387	-0.1434
-26	-1.12	0.1287	-0.1437
-25	-1.12	0.1189	-0.1442
-24	-1.13	0.1093	-0.1448
-23	-1.12	0.0985	-0.1459
-22	-1.11	0.0891	-0.1470
-21	-1.09	0.0796	-0.1484
-20	-1.06	0.0697	-0.1503
-19	-1.03	0.0610	-0.1522
-18	-0.98	0.0510	-0.1551
-17	-0.93	0.0426	-0.1578
-16	-0.87	0.0345	-0.1610
-15	-0.80	0.0277	-0.1641
-14	-0.73	0.0227	-0.1666
-13	-0.64	0.0186	-0.1689
-12	-0.54	0.0156	-0.1709
-11	-0.44	0.0130	-0.1727
-10	-0.34	0.0124	-0.1737
-9	-0.23	0.0113	-0.1752
-8	-0.12	0.0103	-0.1765
-7	0.00	0.0106	-0.1777
-6	0.12	0.0104	-0.1788
-5	0.23	0.0096	-0.1800
-4	0.35	0.0095	-0.1809
-3	0.47	0.0095	-0.1817
-2	0.59	0.0096	-0.1825
-1	0.70	0.0098	-0.1832
0	0.84	0.0092	-0.1839
1	0.96	0.0097	-0.1847
2	1.08	0.0107	-0.1854
3	1.19	0.0111	-0.1861
4	1.30	0.0117	-0.1868
5	1.41	0.0122	-0.1876
6	1.51	0.0128	-0.1883
7	1.61	0.0134	-0.1890
8	1.69	0.0142	-0.1897
9	1.77	0.0152	-0.1903
10	1.84	0.0163	-0.1910
11	1.91	0.0176	-0.1915
12	1.96	0.0186	-0.1920
13	2.00	0.0202	-0.1925
14	2.03	0.0219	-0.1929
15	2.05	0.0239	-0.1930
16	2.06	0.0263	-0.1930
17	2.06	0.0293	-0.2011
18	1.90	0.0656	-0.1796
19	1.87	0.0786	-0.1761
20	1.83	0.0920	-0.1733
21	1.79	0.1040	-0.1720
22	1.74	0.1151	-0.1715
23	1.70	0.1253	-0.1715
24	1.65	0.1367	-0.1715
25	1.60	0.1467	-0.1719
26	1.54	0.1585	-0.1723
27	1.49	0.1723	-0.1726
28	1.44	0.1829	-0.1735
29	1.38	0.1959	-0.1736
30	1.33	0.2084	-0.1744
31	1.28	0.2194	-0.1754
32	1.24	0.2285	-0.1766
33	1.19	0.2452	-0.1766
34	1.14	0.2546	-0.1778
35	1.10	0.2683	-0.1788
36	1.05	0.2832	-0.1789
37	1.02	0.2928	-0.1800
38	0.98	0.3062	-0.1810
39	0.94	0.3214	-0.1812
40	0.90	0.4154	-0.1805
41	0.87	0.4316	-0.1815
42	0.84	0.4532	-0.1815
43	0.81	0.4702	-0.1825
44	0.78	0.4873	-0.1834
45	0.75	0.5095	-0.0901
46	0.72	0.5317	-0.0801
47	0.70	0.5593	-0.1805
48	0.68	0.5823	-0.0945
49	0.65	0.6000	-0.1018
50	0.63	0.6000	-0.1076
51	0.61	0.6000	-0.1120
52	0.59	0.6000	-0.1156
53	0.57	0.6000	-0.1186
54	0.56	0.6000	-0.1746
55	0.54	0.6000	-0.1240
56	0.52	0.6000	-0.1262
57	0.50	0.6000	-0.1279
58	0.49	0.6000	-0.1299
59	0.47	0.6000	-0.1313
60	0.46	0.6000	-0.1328
