-60	-0.39	0.6000	-0.1248
-59	-0.40	0.6000	-0.1778
-58	-0.41	0.5926	-0.1176
-57	-0.42	0.5758	-0.1766
-56	-0.43	0.5588	-0.1087
-55	-0.44	0.5418	-0.1033
-54	-0.45	0.5245	-0.1756
-53	-0.47	0.4892	-0.0898
-52	-0.48	0.4723	-0.0809
-51	-0.50	0.4556	-0.1774
-50	-0.51	0.4389	-0.1776
-49	-0.53	0.4223	-0.1767
-48	-0.54	0.4083	-0.1751
-47	-0.56	0.3959	-0.1734
-46	-0.58	0.3796	-0.1726
-45	-0.60	0.3731	-0.1709
-44	-0.62	0.3593	-0.1693
-43	-0.64	0.3460	-0.1676
-42	-0.66	0.3304	-0.1669
-41	-0.68	0.3187	-0.1652
-40	-0.70	0.3088	-0.1636
-39	-0.73	0.2936	-0.1630
-38	-0.75	0.2831	-0.1614
-37	-0.78	0.2728	-0.1599
-36	-0.80	0.2589	-0.1594
-35	-0.83	0.2455	-0.1583
-34	-0.86	0.2342	-0.1575
-33	-0.89	0.2140	-0.1588
-32	-0.92	0.2016	-0.1582
-31	-0.94	0.1893	-0.1574
-30	-0.97	0.1766	-0.1574
-29	-0.99	0.1667	-0.1566
-28	-1.01	0.1550	-0.1562
-27	-1.03	0.1442	-0.1558
-26	-1.04	0.1333	-0.1555
-25	-1.05	0.1217	-0.1559
-24	-1.05	0.1126	-0.1558
-23	-1.04	0.1034	-0.1560
-22	-1.03	0.0935	-0.1565
-21	-1.01	0.0852	-0.1569
-20	-0.98	0.0771	-0.1576
-19	-0.95	0.0689	-0.1585
-18	-0.90	0.0608	-0.1599
-17	-0.85	0.0526	-0.1618
-16	-0.79	0.0443	-0.1643
-15	-0.72	0.0370	-0.1668
-14	-0.64	0.0311	-0.1690
-13	-0.56	0.0254	-0.1718
-12	-0.47	0.0209	-0.1741
-11	-0.37	0.0177	-0.1759
-10	-0.27	0.0150	-0.1775
-9	-0.16	0.0128	-0.1790
-8	-0.05	0.0112	-0.1801
-7	0.06	0.0098	-0.1812
-6	0.17	0.0088	-0.1820
-5	0.29	0.0120	-0.1817
-4	0.40	0.0111	-0.1827
-3	0.52	0.0112	-0.1833
-2	0.63	0.0112	-0.1840
-1	0.74	0.0115	-0.1847
0	0.91	0.0094	-0.1854
1	1.02	0.0098	-0.1864
2	1.14	0.0106	-0.1874
3	1.25	0.0117	-0.1883
4	1.36	0.0123	-0.1893
5	1.47	0.0130	-0.1903
6	1.58	0.0136	-0.1915
7	1.67	0.0144	-0.1925
8	1.76	0.0157	-0.2067
9	1.84	0.0166	-0.2076
10	1.91	0.0177	-0.2086
11	1.98	0.0190	-0.2094
12	2.03	0.0204	-0.2101
13	2.07	0.0219	-0.2107
14	2.10	0.0235	-0.2112
15	2.12	0.0254	-0.2116
16	2.13	0.0279	-0.2120
17	2.13	0.0304	-0.2125
18	2.12	0.0334	-0.2129
19	2.09	0.0450	-0.2115
20	1.98	0.0703	-0.1981
21	1.90	0.0918	-0.1914
22	1.84	0.1055	-0.1893
23	1.79	0.1188	-0.1885
24	1.73	0.1294	-0.1888
25	1.68	0.1412	-0.1892
26	1.62	0.1532	-0.1899
27	1.56	0.1660	-0.1902
28	1.50	0.1784	-0.1912
29	1.45	0.1899	-0.1926
30	1.39	0.2029	-0.1940
31	1.34	0.2142	-0.1956
32	1.28	0.2280	-0.1964
33	1.23	0.2399	-0.1981
34	1.19	0.2496	-0.2000
35	1.14	0.2642	-0.2008
36	1.09	0.2785	-0.2025
37	1.05	0.2885	-0.2044
38	1.01	0.3036	-0.2052
39	0.97	0.3176	-0.2070
40	0.93	0.3278	-0.2089
41	0.90	0.3388	-0.2106
42	0.86	0.3611	-0.2114
43	0.83	0.3648	-0.2134
44	0.80	0.4777	-0.2131
45	0.77	0.4998	-0.2138
46	0.74	0.5266	-0.0932
47	0.71	0.5495	-0.2117
48	0.69	0.5723	-0.1104
49	0.67	0.5954	-0.1195
50	0.64	0.6000	-0.1272
51	0.62	0.6000	-0.2100
52	0.60	0.6000	-0.1376
53	0.58	0.6000	-0.1423
54	0.57	0.6000	-0.1458
55	0.55	0.6000	-0.1493
56	0.53	0.6000	-0.1525
57	0.51	0.6000	-0.1553
58	0.50	0.6000	-0.1575
59	0.48	0.6000	-0.1602
60	0.47	0.6000	-0.2001
